chapter_no,chapter_title,card_no_in_chapter,theme_title,category,tags,card_variant,recommended_time,title,key_idea,explanation,exercise_steps_json,duration_seconds,difficulty,status,tags_curated,pack,is_free_top300
97,DIFERENTA DINTRE  CUMTESIMTI SI CUM CREZI CA TE,12,Senzatie / Nelini / Stomac,Anxietate & Stres,senzatie|nelini|stomac|claritate|actiune|obiceiuri,ACTION,AM,Acțiune: Senzatie / Nelini / Stomac,"Execută un pas mic, repetabil, care reduce fricțiunea și îți crește inerția.","Progresul vine din repetare și măsură, nu din impuls. În acest capitol, tema se învârte în jurul: senzatie, nelini, stomac, atat, puiin, stres. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Notează pe scurt ce te blochează acum (1 propoziție)."", ""Alege versiunea minimă (2–5 minute)."", ""Programează azi și bifează execuția.""]",120,easy,published,anxietate|stres|decizii|prezenta|claritate,AM,1
36,"DE CE AR TREBUI SA LE MULTUMESTI ACELORA   """""" CARE TE-AU RANIT CEL",16,Ceea / Mult / Orice,Rutină & Disciplină,ceea|mult|orice|claritate|actiune|obiceiuri,ACTION,AM,Acțiune: Ceea / Mult / Orice,"Execută un pas mic, repetabil, care reduce fricțiunea și îți crește inerția.","Progresul vine din repetare și măsură, nu din impuls. În acest capitol, tema se învârte în jurul: ceea, mult, orice, seama, rolul, nostru. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Notează pe scurt ce te blochează acum (1 propoziție)."", ""Alege versiunea minimă (2–5 minute)."", ""Programează azi și bifează execuția.""]",120,easy,published,disciplina|rutina|decizii|obiceiuri|claritate,AM,1
98,PUTEREA GAND IRII NEGATIVE,16,Diferenta / Dintre / Genul,Anxietate & Stres,diferenta|dintre|genul|claritate|actiune|obiceiuri,ACTION,AM,Acțiune: Diferenta / Dintre / Genul,"Execută un pas mic, repetabil, care reduce fricțiunea și îți crește inerția.","Progresul vine din repetare și măsură, nu din impuls. În acest capitol, tema se învârte în jurul: diferenta, dintre, genul, oamenii, anxietate, paralizeaza. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți p","[""Notează pe scurt ce te blochează acum (1 propoziție)."", ""Alege versiunea minimă (2–5 minute)."", ""Programează azi și bifează execuția.""]",120,easy,published,anxietate|stres|decizii|prezenta|claritate,AM,1
47,DACAAMVEDEA SUFLETE IN LOC DE,6,Cine / Mult / Aduna,Rutină & Disciplină,cine|mult|aduna|claritate|actiune|obiceiuri,ACTION,AM,Acțiune: Cine / Mult / Aduna,"Execută un pas mic, repetabil, care reduce fricțiunea și îți crește inerția.","Progresul vine din repetare și măsură, nu din impuls. În acest capitol, tema se învârte în jurul: cine, mult, aduna, cele, multe, mizerii. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Notează pe scurt ce te blochează acum (1 propoziție)."", ""Alege versiunea minimă (2–5 minute)."", ""Programează azi și bifează execuția.""]",120,easy,published,disciplina|rutina|decizii|obiceiuri|claritate,AM,1
72,ARTA CONSTIENTIZARII. SAU CUM SA NU TE,32,Acest / Sentiment / Panica,Anxietate & Stres,acest|sentiment|panica|claritate|actiune|obiceiuri,ACTION,AM,Acțiune: Acest / Sentiment / Panica,"Execută un pas mic, repetabil, care reduce fricțiunea și îți crește inerția.","Progresul vine din repetare și măsură, nu din impuls. În acest capitol, tema se învârte în jurul: acest, sentiment, panica, ingrijorare, privire, modul. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfe","[""Notează pe scurt ce te blochează acum (1 propoziție)."", ""Alege versiunea minimă (2–5 minute)."", ""Programează azi și bifează execuția.""]",120,easy,published,anxietate|stres|autoingrijire|decizii|prezenta|claritate,AM,1
49,MODUL (PRACTIC) PRIN CARE ITI POTI   SCHIMBA VIATA ANUL  ACESTA,24,Esti / Faci / Vezi,Rutină & Disciplină,esti|faci|vezi|claritate|actiune|obiceiuri,ACTION,AM,Acțiune: Esti / Faci / Vezi,"Execută un pas mic, repetabil, care reduce fricțiunea și îți crește inerția.","Progresul vine din repetare și măsură, nu din impuls. În acest capitol, tema se învârte în jurul: esti, faci, vezi, simti, reflectare, cine. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Notează pe scurt ce te blochează acum (1 propoziție)."", ""Alege versiunea minimă (2–5 minute)."", ""Programează azi și bifează execuția.""]",120,easy,published,disciplina|rutina|decizii|obiceiuri|claritate,AM,1
79,CUM SA CRESTI 0  GENERATIE DE COPII FARA PROBLEME DE ANXIETATE,4,Bazeaza / Frica / Convinge,Anxietate & Stres,bazeaza|frica|convinge|claritate|actiune|obiceiuri,ACTION,AM,Acțiune: Bazeaza / Frica / Convinge,"Execută un pas mic, repetabil, care reduce fricțiunea și îți crește inerția.","Progresul vine din repetare și măsură, nu din impuls. În acest capitol, tema se învârte în jurul: bazeaza, frica, convinge, gandim, aceste, lucruri. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiu","[""Notează pe scurt ce te blochează acum (1 propoziție)."", ""Alege versiunea minimă (2–5 minute)."", ""Programează azi și bifează execuția.""]",120,easy,published,anxietate|stres|frica|decizii|prezenta|claritate,AM,1
57,50 DE OAMENI ISi IMPARTASESC GANDUL  CEL MAI ELIBERATOR PE CARE L-AU AVUT VREODATA,54,Alegi / Daca / Vezi,Rutină & Disciplină,alegi|daca|vezi|claritate|actiune|obiceiuri,ACTION,AM,Acțiune: Alegi / Daca / Vezi,"Execută un pas mic, repetabil, care reduce fricțiunea și îți crește inerția.","Progresul vine din repetare și măsură, nu din impuls. În acest capitol, tema se învârte în jurul: alegi, daca, vezi, oricare, alta, mereu. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Notează pe scurt ce te blochează acum (1 propoziție)."", ""Alege versiunea minimă (2–5 minute)."", ""Programează azi și bifează execuția.""]",120,easy,published,disciplina|rutina|decizii|obiceiuri|claritate,AM,1
3,ZECE LUCRURI PE CARE OAMENII INTELIGENTI  EMOTIONAL,9,Indiferenta / Semn / Arata,Anxietate & Stres,indiferenta|semn|arata|claritate|actiune|obiceiuri,ACTION,AM,Acțiune: Indiferenta / Semn / Arata,"Execută un pas mic, repetabil, care reduce fricțiunea și îți crește inerția.","Progresul vine din repetare și măsură, nu din impuls. În acest capitol, tema se învârte în jurul: indiferenta, semn, arata, suntem, calea, frica. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea","[""Notează pe scurt ce te blochează acum (1 propoziție)."", ""Alege versiunea minimă (2–5 minute)."", ""Programează azi și bifează execuția.""]",120,easy,published,anxietate|stres|frica|decizii|prezenta|claritate,AM,1
30,SEMNE CA UNICA PROBLEMA CUVIATA TA ESTE MODUL IN CARE TE GANDESTI LAEA,12,Faci / Face / Mult,Rutină & Disciplină,faci|face|mult|claritate|actiune|obiceiuri,ACTION,AM,Acțiune: Faci / Face / Mult,"Execută un pas mic, repetabil, care reduce fricțiunea și îți crește inerția.","Progresul vine din repetare și măsură, nu din impuls. În acest capitol, tema se învârte în jurul: faci, face, mult, timp, obiectivele, tale. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Notează pe scurt ce te blochează acum (1 propoziție)."", ""Alege versiunea minimă (2–5 minute)."", ""Programează azi și bifează execuția.""]",120,easy,published,disciplina|rutina|decizii|obiceiuri|claritate,AM,1
79,CUM SA CRESTI 0  GENERATIE DE COPII FARA PROBLEME DE ANXIETATE,13,Adulti / Anxietatea / Modul,Anxietate & Stres,adulti|anxietatea|modul|claritate|actiune|obiceiuri,ACTION,AM,Acțiune: Adulti / Anxietatea / Modul,"Execută un pas mic, repetabil, care reduce fricțiunea și îți crește inerția.","Progresul vine din repetare și măsură, nu din impuls. În acest capitol, tema se învârte în jurul: adulti, anxietatea, modul, lupta, accepta, trebuie. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecți","[""Notează pe scurt ce te blochează acum (1 propoziție)."", ""Alege versiunea minimă (2–5 minute)."", ""Programează azi și bifează execuția.""]",120,easy,published,anxietate|stres|decizii|acceptare|prezenta|claritate,AM,1
28,SAISPREZECE iNTREBARI CARE ITI VOR ARATA  CINE E~TI (~I CE E~TI MENIT SA FACI),12,Face / Parte / Tine,Rutină & Disciplină,face|parte|tine|claritate|actiune|obiceiuri,ACTION,AM,Acțiune: Face / Parte / Tine,"Execută un pas mic, repetabil, care reduce fricțiunea și îți crește inerția.","Progresul vine din repetare și măsură, nu din impuls. În acest capitol, tema se învârte în jurul: face, parte, tine, crezi, speri, altfel. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Notează pe scurt ce te blochează acum (1 propoziție)."", ""Alege versiunea minimă (2–5 minute)."", ""Programează azi și bifează execuția.""]",120,easy,published,disciplina|rutina|decizii|obiceiuri|claritate,AM,1
45,"EXPERIENTE CARE INCA , NUAUNUME",16,Ideea / Totul / Trebui,Rutină & Disciplină,ideea|totul|trebui|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Ideea / Totul / Trebui,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Rutină & Disciplină).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: ideea, totul, trebui. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,disciplina|rutina|decizii|autocontrol|obiceiuri|claritate,PM,1
67,LUCRURI PE CARE E BINE SALEEVITI INTRE 20 SI 30 DEANI,12,Ceva / Gasi / Lasa,Anxietate & Stres,ceva|gasi|lasa|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Ceva / Gasi / Lasa,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Anxietate & Stres).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: ceva, gasi, lasa, frica, definitiv, sate. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,anxietate|stres|frica|decizii|autocontrol|prezenta,PM,1
64,CEL MAI MARE TABU DIN CULTURA NOASTRA ESTE ONESTITATEA RADICALA. SI EXACT ASTA E  PROBLEMA,28,Voie / Faca / Auzita,Rutină & Disciplină,voie|faca|auzita|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Voie / Faca / Auzita,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Rutină & Disciplină).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: voie, faca, auzita, sfarsit. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,disciplina|rutina|decizii|autocontrol|obiceiuri|claritate,PM,1
18,ZECE LUCRURI DESPRE PE CARE TREBUIE SA LE,7,Frica / Vrea / Pare,Anxietate & Stres,frica|vrea|pare|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Frica / Vrea / Pare,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Anxietate & Stres).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: frica, vrea, pare, greu, crezut, emotia. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,anxietate|stres|frica|decizii|emotii|autocontrol,PM,1
98,PUTEREA GAND IRII NEGATIVE,3,Idee / Buna / Lini,Rutină & Disciplină,idee|buna|lini|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Idee / Buna / Lini,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Rutină & Disciplină).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: idee, buna, lini, grea, ceva, pofi. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,disciplina|rutina|decizii|autocontrol|obiceiuri|claritate,PM,1
91,CELE MAI COMUNE CINCISPREZECE TIPURI DEGANDIRE DISTORSIONATA,24,Acest / Lucru / Face,Anxietate & Stres,acest|lucru|face|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Acest / Lucru / Face,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Anxietate & Stres).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: acest, lucru, face, multa, presiune, oameni. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,anxietate|stres|decizii|autocontrol|prezenta|claritate,PM,1
27,Fil CONECTAT CU TINE MANTRE CARE ITI VOR REAMINTI CA VIATA TA  SE PETRECE CHIAR,3,Ceea / Faci / Acum,Rutină & Disciplină,ceea|faci|acum|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Ceea / Faci / Acum,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Rutină & Disciplină).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: ceea, faci, acum, ceva, totul, iata. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,disciplina|rutina|decizii|autocontrol|obiceiuri|claritate,PM,1
64,CEL MAI MARE TABU DIN CULTURA NOASTRA ESTE ONESTITATEA RADICALA. SI EXACT ASTA E  PROBLEMA,26,Legat / Nimic / Afara,Anxietate & Stres,legat|nimic|afara|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Legat / Nimic / Afara,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Anxietate & Stres).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: legat, nimic, afara, propria, frica, gasi. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,anxietate|stres|frica|decizii|autocontrol|prezenta,PM,1
20,CE OBIECTIVE SA-TI  PROPUI CASATEPOTIBUCURA DE CE AI IN LOC SA ALERGI DUPA CE-TI  LIPSESTE,17,Bani / Tale / Tiga,Rutină & Disciplină,bani|tale|tiga|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Bani / Tale / Tiga,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Rutină & Disciplină).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: bani, tale, tiga, daca, tine, toate. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,disciplina|rutina|decizii|autocontrol|obiceiuri|claritate,PM,1
86,NU TOTI TE VOR IUBI INTR-UNMOD PE CARE SA IL INTELEGI,1,Mare / Parte / Daca,Anxietate & Stres,mare|parte|daca|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Mare / Parte / Daca,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Anxietate & Stres).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: mare, parte, daca, tensiunea, transforma, divergente. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfec","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,anxietate|stres|decizii|autocontrol|prezenta|claritate,PM,1
72,ARTA CONSTIENTIZARII. SAU CUM SA NU TE,34,Daca / Pofi / Faci,Rutină & Disciplină,daca|pofi|faci|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Daca / Pofi / Faci,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Rutină & Disciplină).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: daca, pofi, faci, pasa, corp, frumos. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,disciplina|rutina|decizii|autocontrol|obiceiuri|claritate,PM,1
94,"SASE SEMNE CARE ITI ,  W W ARATA CAAi 0 SENSIBILITATE SOCIALA SANATOASA",11,Faci / Griji / Nivel,Anxietate & Stres,faci|griji|nivel|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Faci / Griji / Nivel,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Anxietate & Stres).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: faci, griji, nivel, anxietate, ridicat, anumite. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiune","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,anxietate|stres|decizii|autocontrol|prezenta|claritate,PM,1
44,EXISTA O VOCE CARE NU FOLOSESTE CUVINTE. IATA CUM SAO ASCULTI,11,Aceea / Bine / Uneori,Rutină & Disciplină,aceea|bine|uneori|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Aceea / Bine / Uneori,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Rutină & Disciplină).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: aceea, bine, uneori, ratacesti. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,disciplina|rutina|decizii|autocontrol|obiceiuri|claritate,PM,1
10,"DEPASIREA ,,ZONEI DE  CONFORT"" SI MODUL IN CARE OAMENII ISi PUN  SINGURI PIEDICI IN ATINGEREA ADEVARATEI FERICIRI",32,Cite / Auzit / Femei,Anxietate & Stres,cite|auzit|femei|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Cite / Auzit / Femei,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Anxietate & Stres).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: cite, auzit, femei, sufera, anxietate, spunand. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,anxietate|stres|decizii|autocontrol|prezenta|claritate,PM,1
92,101 LUCRURI MULT MAI IMPORTANTE DECAT FELUL IN CARE,31,Cele / Urma / Stii,Rutină & Disciplină,cele|urma|stii|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Cele / Urma / Stii,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Rutină & Disciplină).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: cele, urma, stii, lipsa, simt, talent. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,disciplina|rutina|decizii|autocontrol|obiceiuri|claritate,PM,1
21,102 MODURI PRIN CARE SANULASI GANDURILE !RATIONALE SA-TI STRI CE VIATA,89,Frica / Seama / Arata,Anxietate & Stres,frica|seama|arata|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Frica / Seama / Arata,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Anxietate & Stres).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: frica, seama, arata, ceva, puternic, merita. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,anxietate|stres|frica|decizii|autocontrol|prezenta,PM,1
92,101 LUCRURI MULT MAI IMPORTANTE DECAT FELUL IN CARE,42,Bine / Grija / Tine,Rutină & Disciplină,bine|grija|tine|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Bine / Grija / Tine,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Rutină & Disciplină).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: bine, grija, tine, mare, nevo, sate. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,disciplina|rutina|decizii|autocontrol|obiceiuri|claritate,PM,1
99,CE TREBUIE SA FACI PENTRU A ELIMINA ANXIETATEA DIN VIATA  TA,24,Chiar / Daca / Inseamna,Anxietate & Stres,chiar|daca|inseamna|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Chiar / Daca / Inseamna,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Anxietate & Stres).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: chiar, daca, inseamna, stii, vrei, frica. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,anxietate|stres|frica|decizii|autocontrol|prezenta,PM,1
59,"SAPTESPREZECEIDEI , DESPRE VIATA TA CARE NU FAC ALTCEVA DECAT SA TE TINA PE LOC",7,Daca / Faci / Ceva,Rutină & Disciplină,daca|faci|ceva|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Daca / Faci / Ceva,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Rutină & Disciplină).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: daca, faci, ceva, corect, aparea, dupa. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,disciplina|rutina|decizii|autocontrol|obiceiuri|claritate,PM,1
67,LUCRURI PE CARE E BINE SALEEVITI INTRE 20 SI 30 DEANI,33,Amorti / Viata / Frica,Anxietate & Stres,amorti|viata|frica|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Amorti / Viata / Frica,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Anxietate & Stres).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: amorti, viata, frica, tine, singura, fiara. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,anxietate|stres|frica|decizii|autocontrol|prezenta,PM,1
21,102 MODURI PRIN CARE SANULASI GANDURILE !RATIONALE SA-TI STRI CE VIATA,58,Asta / Daca / Poti,Rutină & Disciplină,asta|daca|poti|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Asta / Daca / Poti,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Rutină & Disciplină).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: asta, daca, poti, face, inseamna, cuno. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,disciplina|rutina|decizii|autocontrol|obiceiuri|claritate,PM,1
98,PUTEREA GAND IRII NEGATIVE,12,Fugi / Fara / Aceasta,Anxietate & Stres,fugi|fara|aceasta|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Fugi / Fara / Aceasta,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Anxietate & Stres).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: fugi, fara, aceasta, constientizare, frica, leul. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiun","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,anxietate|stres|frica|decizii|autocontrol|prezenta,PM,1
38,CUM SA ITI DETOXIFICI  MINTEA (FARA SA TE IZOLEZI DE SOCIETATE),22,Mult / Fara / Viata,Rutină & Disciplină,mult|fara|viata|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Mult / Fara / Viata,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Rutină & Disciplină).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: mult, fara, viata, daca, cele, multe. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,disciplina|rutina|decizii|autocontrol|obiceiuri|claritate,PM,1
53,DE CE VREA SUFLETUL,16,Exista / Atat / Multe,Anxietate & Stres,exista|atat|multe|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Exista / Atat / Multe,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Anxietate & Stres).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: exista, atat, multe, anxietati, frustrari, lucruri. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecți","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,anxietate|stres|decizii|autocontrol|prezenta|claritate,PM,1
